tweet_id,timestamp,text,likes,retweets
1.39607E+18,2021/5/22 21:02,彼女と彼女の友だちと3Pして、彼女の友だちにチンコ入れながら彼女とキスすると、彼女の友だちが「チンコが大きくなった！」と言ったとき「あー生きてるといろんなことがあるんだなぁ」と思った。,166,2
1.18574E+18,2019/10/20 11:11,セックスは体を使った会話に近いものがあるので、会話がおもしろいと思う人じゃないと、なかなかきっかけが掴めないってのは確かにあるんです。,165,15
1.46481E+18,2021/11/28 13:05,馬鹿な人は好かれると調子にのる。離れるとその人を恨む。,160,13
1.15529E+18,2019/7/28 10:17,まんこ、とかツィートしている奴がまともに見えて、「はじめまして。私は真面目にセックスに興味があります」とかいう奴が気持ち悪く見えてきた。。。,159,12
1.16923E+18,2019/9/4 21:58,"中二の息子にさ「セックスって知ってる？お前チンポの毛生えてきたじゃん？白いの出た？出てない？え？女の子の裸見たらなんか反応しないの？チンポ触ったら気持ちいいでしょ？マジで？まだ？おっかしいなぁ。」
息子「は？よくわかんない。。」
話すタイミング間違えたわ、お父さん。",158,6
1.31174E+18,2020/10/2 3:48,誰とでもセックスする女の子は、その誰とでもをめっちゃ選んでる、むしろめっちゃ選んでるので、全然誰とでもセックスしてないと思うのですが、誰とでもセックスする女の子が「いや、お前じゃねーから。」って言ってた。,157,12
1.43365E+18,2021/9/3 13:39,不機嫌は立派な暴力であるというのは、不機嫌なその本人には非常にわかりづらい。不機嫌にそれなりの「正当な理由」があるからだと思う。これ暴力も同じなんだよね。人をぶん殴るのに「正当な理由」がある。「正当な理由」っておそろしいな。,153,17
1.42725E+18,2021/8/16 21:31,小田急刺傷事件で乗り合わせていた男性達が誰一人彼を取り押さえることができなかった理由は、格闘技や武術の技量や、いわゆる喧嘩の強さの問題ではなく、少なくとも彼と同等に気が狂った男どもが誰一人いなかったということだと思っている。,152,10
1.42E+18,2021/7/27 21:38,"恋をして楽しいこと。
1. 射精してから寝る。
2. 休日はセックスして寝る、セックスして寝る。
3. おいしいものを食べる。
4. 二人で無意味にテレビを見る。",150,5
1.50421E+18,2022/3/17 6:47,誰かをがっかりさせることに慣れなさいってことですよ。いちいち期待に応えていると狂うよ。,148,14
1.20185E+18,2019/12/3 22:21,@extrmmtkchan いい話だなぁ。。ほのぼのするよね。,147,1
1.18417E+18,2019/10/16 2:57,俺が言うのもなんですが、一回こっきりのセックスはやめたほうがいいよ。セックスは何回もその人とやった方がいいのよ。,147,10
1.50642E+18,2022/3/23 8:49,"【今日の電車広告】
毛を抜け、結婚しろ、毛を生やせ、金を貯めろ、ポイントを貯めろ、金を借りろ、花粉症に気をつけろ、大学に行け。
#今日の電車広告",146,10
1.42128E+18,2021/7/31 10:20,何もしないというベストな選択をしている場合、何も選択していないように見える。,146,14
1.47368E+18,2021/12/23 0:39,キチガイ親に育てられながらも、傷つき、いろいろなことに疑問を持ち深く喜びと悲しみの中で生きてきた人間と、キチガイ親に迎合して親の人格と全く同じになった人間では、毒親の意味が著しく違う。,145,12
1.46458E+18,2021/11/27 21:43,僕が言うのもなんですが、やっぱり結局は、好きな人とセックスするのがよいです。,145,2
1.27795E+18,2020/6/30 21:49,ラブホでこれやるとモテるよ。 https://t.co/XNszQF60x9,145,15
1.50062E+18,2022/3/7 8:33,世の中には人からエネルギーを奪うことでしか生きられない人がいる。あるいは与えることに専念して良い人ヅラした後に返済を求める人がいる。等価交換できないのだ。,141,9
1.45732E+18,2021/11/7 21:03,うちの長男が「北朝鮮のキム総書記が落武者に変わったらしい」とか言ってるんですが、その話題はいいとして、まず落武者じゃねーだろ。影武者だろうよ。,141,8
1.42397E+18,2021/8/7 20:12,センスのある人の特徴って、実際のところはセンスがあるかないかではなくて、どこまでが本気でどこまで冗談なのか嘘なのかがトリッキーでわからないというところ。しかも「わからない」ということに面白みを感じるということです。真面目なようで茶化していて無意味なようで意味ありげ。,141,11
1.50295E+18,2022/3/13 18:58,セックスでめちゃめちゃすごい快感を得るために何をすればよいのか？みたいなこと時々聞かれるけど、退屈な日常をまずは淡々と生きることだと思いますよ。,140,14
1.42181E+18,2021/8/1 21:14,中学生の次男の友達が部活をサボって夢庵で1人でしゃぶしゃぶを食べていたことで先生に叱られていたそうです。都会の子どもの部活のサボり方が凄すぎてちょっと感動しています。,139,3
1.39851E+18,2021/5/29 14:11,老眼がひどくておっぱいみるときに、おじいちゃんが新聞読む時みたいにスッと距離をとるようになってきた。やばい。,138,6
1.50338E+18,2022/3/14 23:40,サディストって恥をかかせるのが上手なわけですが、恥をかかせるのが意図的にできるのって、意図的に人に対して恥をかかないように気を遣うことができる人なんです。なので気遣いが上手な人には気をつけてください！,137,16
1.51138E+18,2022/4/6 1:11,マンコは平均的な形などというものはなくて、ほんとに皆さん個性的な形と色なんですが、ある日絵に描いたような平均的な普通のマンコに出会ったんですが、、、彼女マンコの整形してたんですよね。,136,1
1.39164E+18,2021/5/10 15:06,モラハラ体質の最終兵器って「あなたのために言っている」です。通常ためになることはない。むしろ害。,133,8
1.32631E+18,2020/11/11 8:41,"外歩くと寒くて電車乗ると暑い。
 #いいねされた数だけどうでもいい話をする",133,1
1.45844E+18,2021/11/10 23:03,時折、女子の方々に男性からの謎DMを見せてもらう時がある。謎且つ気持ちが悪いというのは印象としてあるんだけど、何よりも彼らは「必死」だ。彼らは元気で必死なのだ。,132,9
1.49322E+18,2022/2/14 23:01,32歳まで就職もせずブラブラしていたけど、32歳が僕の才能の限界でした。才能があれば一生そんな暮らしができるんだろうなぁと思う。,131,6
1.43912E+18,2021/9/18 15:58,不幸な人には明らかに共通した特徴があるとしたら、急ぐことだよなぁ。何で急ぐのかなぁ。,131,6
1.13876E+18,2019/6/12 19:35,イク瞬間よりチンポを入れるあの瞬間の方が興奮するなぁ。,131,7
1.31521E+18,2020/10/11 17:46,自分が傷ついていると思っている人は、わりと平気で人を傷つける傾向があるらしい。,130,17
1.50877E+18,2022/3/29 20:29,仕事で真面目な話はほとんどしないのだけど、今日、美しすぎる部下に真面目な話をひとつだけした。「一緒に仕事をしていて楽しい人、好きな人と仕事をしなさい。」これだけでビジネスはほとんどうまくいく。,129,3
1.50342E+18,2022/3/15 2:01,Twitterって長くやっていると皆それぞれ変化してゆくんです。成長したり環境が変わったり去ったり消えたり離婚したり結婚したり。いろいろ変わってゆく。いつまでも同じことやっている方が異常に思えてくる。,129,5
1.45425E+18,2021/10/30 9:43,毛抜け、旅行しろ、健康になれ、毛生やせ、金持ちになれ、頭良くなれ、頭良くなれ、綺麗になれ、痩せろ。（電車の広告概要）,126,9
1.28956E+18,2020/8/1 22:45,優しさと理性が善だと思ってる人間が無意識に他者を傷つけているときの無自覚さって、悪意のある人間よりも酷いときあるよ。,125,6
1.34044E+18,2020/12/20 8:35,女の子がセックスで演技をしなくなったときから本番です。,124,2
1.47972E+18,2022/1/8 16:27,買い物袋からフランス人がフランスパンを出しているのは本当で、日本人が長ネギを出しているのも本当です。そのほかの国ははみ出るものがないらしい。,123,14
1.073E+18,2018/12/13 8:22,今、痴漢捕まえた。,123,1
1.49274E+18,2022/2/13 15:14,男女問わず、セックス好きの大多数の意見は「セックスに至るまでの手続きが面倒くさい」です。その中に恋愛好きの人々が混じっているからです。,122,6
1.4877E+18,2022/1/30 17:01,そんなに好きでもない異性に本気で好かれちゃった時が、その人の人格が試されるときですね。,121,9
1.41024E+18,2021/6/30 23:11,精神的に異常だなとか危険だなと思う人の大半が無個性なんですわ。,121,7
1.46656E+18,2021/12/3 9:05,正直、努力したことがない。でも努力家だと言われる。悪意のあることを意図的にしたこともない。でもクソ野郎だと言われる。優しくしたことも特にない。でも優しい人だと言われる。そういう類のことは人が勝手にきめるんだよね。,118,13
1.44049E+18,2021/9/22 10:46,いわゆる歴史を学ぼうとすると、どの時代のどの地域でも富裕層の記録しかないというのがあって、我々が把握できる歴史は本当にさらっとした表面だけなんだなぁって感じがしますね。浮浪者やジプシーの日記なんて出てこないわけで。。,118,9
1.15253E+18,2019/7/20 19:58,普通に考えて定期的にセックスしないと頭がおかしくなるよなぁ。,118,10
1.47075E+18,2021/12/14 22:50,犬とか猫に嫌われる人間っているじゃないですか。そいつは悪です。,117,8
1.40968E+18,2021/6/29 10:09,私を支えてくれる大切な人達のよいところは、全く私の苦悩を理解しないことにある。たしかにそういったネガティブなことに影響されないという才能がある。,117,10
1.39138E+18,2021/5/9 22:13,iPhoneを12に機種変更をして古いiPhoneを小3の三男にあげたんだけど、カミさんから「エロい写真とハメ撮りは消してから渡してください」という苦情がきて、、相変わらず寛大な人だなぁと思っている。,117,0
1.14422E+18,2019/6/27 21:13,"今法則を見つけたんだけど、

ひとつ、若い男は熟女を狙え。
ひとつ、熟女は若い男を狙え。
ひとつ、若い女はオッサンを狙え。
ひとつ、オッサンは黙ってろ！

このセックスペアは高確率でマッチングする。",117,15
1.31827E+18,2020/10/20 4:06,"セックスに物語を求めるとしたら、それはすなわち恋愛であり且つ生活そのものだと思う。セックスが物理的に且つ即物的に快楽のみを求めると意外にもそこにはエロさがない。結構ドライで乾いている世界だ。
物語はエロいゆえにそれなりの代償はおおいにある。物語にはそれなりの責任と代償がある。",116,8
1.42174E+18,2021/8/1 17:05,オランダにいたときは毎日大麻吸ってたけど、依存症になんかならんよ。日本の法律では所持または喫煙で逮捕されるからね。魔女狩りの中世と同じぐらいプリミティブな国ってことを覚えておいた方がよいよ。,115,6
1.48957E+18,2022/2/4 20:44,"生きるのに自己分析は不要です。
ムカつくやつはぶん殴りましょう！",114,15
1.46475E+18,2021/11/28 9:12,SMとか緊縛やってても換気扇の掃除とかするんですよ。,114,3
1.41806E+18,2021/7/22 12:47,これはね、直感的にって話なんだけど、セックスが好きな人は元来怒りっぽい人が多い。実は僕自身もすごく短気だ。,114,2
1.40023E+18,2021/6/3 8:29,オッサンの精神的な余裕と20代の体力は最高だなぁ。20代の知性とオッサンの体力の組み合わせはなかなか最低でやばいな。,114,4
1.38159E+18,2021/4/12 21:36,ちなみにオラオラSMは非常に不得意で「大丈夫？」って言いながらビンタする派です。,113,3
1.18263E+18,2019/10/11 20:54,スーパーのコンドームは売り切れていませんでした！,111,13
1.37904E+18,2021/4/5 21:07,一緒にいると不思議と力を奪われる人っていうのがいて、逆に一緒にいるとエネルギーが充満されてゆくような人がいて、あの違いはなんだろう。,110,7
1.4557E+18,2021/11/3 9:41,いろいろ真面目に話を聞いてると、女性ってオッパイや性器を自分自身から切り離した「半他人」みたいな感じの距離ので付き合ってる。男性はチンポが親友みたいな扱いになってる。,109,10
1.43256E+18,2021/8/31 13:31,セックスはめちゃめちゃ気持ちがいい。すごい気持ちがよい。,109,4
1.43224E+18,2021/8/30 16:30,何となくコロナ以前の世界に戻るのではないかと穏やかな期待を無意識に寄せていた自分はやっぱりアホだなぁと思った。世界はもうすでにコロナ以前に戻ることは決してない。そうやって考えなければいろんな事物が失われてしまう。,109,4
1.41988E+18,2021/7/27 13:23,いっぱいセックスしたら「しばらくはいいかなぁ」って思うけど、全然そんなことなくてすぐしたくなるよね。,109,1
1.41747E+18,2021/7/20 22:07,https://t.co/l3l0LMij5q,109,1
1.3468E+18,2021/1/6 21:34,ずっとオチンコ入れていると膣の奥にコリコリしたものが出てくるのは、あれ何ですか？,109,3
1.36298E+18,2021/2/20 13:24,https://t.co/iESjy5Gw4j,108,1
1.16217E+18,2019/8/16 10:28,"長男が夏休みの宿題で「いじめ」について作文を書いているのだが、すんげーつまんねぇボンクラ良い子文章を書いている。そんなつまんねー育て方をした覚えはない！
「いじめに見えないいじめ方で覇権を取る方法」というテーマに改めるように進言したが無視された。",108,3
1.50732E+18,2022/3/25 20:41,その恋心、性欲ですよ。,107,6
1.36371E+18,2021/2/22 13:58,暴力的な映画の影響についての質問で、ビートたけしは「世の中お涙頂戴話の映画がたくさんあるのに全然平和にならないじゃない。」フランク・ザッパは「ビートルズみたいに平和や反戦の歌を歌わないんですか？」に対し「今おれはデンタルフロスの歌を歌ったんだが、お前の歯は綺麗になったか？」,107,10
1.3503E+18,2021/1/16 13:50,"毎日連絡が来る人はある日ぱったりと連絡してが来なくなって、その後永遠に来ない。
ときどき連絡して来る人は愛も変わらず時々連絡が来る。",107,2
1.14932E+18,2019/7/11 22:50,大人になって思ったことは、これマジで大人？？ってことです。,107,7
1.48345E+18,2022/1/18 23:42,お願いしたら「むりむりむりむりむりむりむりむりむりむりむりむりむりむりむりむりむりむりむりむりむりむり」って言われたけど、ここで引き下がる人間の気持ちが正直全くわからない。通常、ここ、交渉のスタート地点ですよ。,106,6
1.20317E+18,2019/12/7 13:18,口に精子を出すタイミングで最高の快感を得たいのだけど、間に合わずお腹の上に出してしまって変態行為が中途半端になる事故が度々あるのだけど、口までもっていって手でシコシコする人いるじゃないですか。あれは違うんだ。最後まで膣でシコシコして口に出すんだよ！それが正義だ！,106,1
1.19954E+18,2019/11/27 13:12,恋愛において男は何も考えてないアホんだらで、彼女がずっと自分ことを好きでいる筈と思ってるナルシストで、時々もっともらしいことを言うけど基本は頭は小学生であるというアドバイスをもっともらしくしてみた次第です。,106,6
1.48672E+18,2022/1/28 0:01,約15年前に新卒で入ってきた双極性何ちゃらと統合失調症の女の子が、泣いたり暴れたり拗ねたり笑ったり踊ったりしながら15年が経ち、今は立派なチームリーダーとなり結婚し少しばかりシニアみたいな顔になってきて、全く対等に話ができるのが本当に嬉しいなぁと思いました。,105,1
1.39827E+18,2021/5/28 22:23,クソみたいに貧相な芸術がある。反対に醜さと美しさ、秘密と曝露、嘘と本当みたいなものが完全に入り混じったものが描写されるというのは芸術として求められていることだと思うが、心の底を揺れ動かすような描写は世に出ずそのままこの世界にはなかったことになるのだなぁと思うと残念だった。,105,7
1.34398E+18,2020/12/30 2:45,セックスのとき「あーん、気持ちいい！気持ちいい！」というのを「キムチ、キムチ」と言っても案外バレないんじゃないか？という話を今していたんだけど、まあ、だからどうしたという話ですね。,104,1
1.19946E+18,2019/11/27 8:03,18世記の当時のグローバルアートの傾向に反して、日本人はこういう民族であるということを肝に銘じておこう！ https://t.co/Kkxun4c6bD,104,40
1.16576E+18,2019/8/26 8:03,セックスって平均1時間弱で終わるって本当？短すぎない？,104,1
1.42577E+18,2021/8/12 19:35,人間って何かを食べる前提で生きてるじゃないですか。もちろん適度に眠る（休憩する）前提で生きてるじゃないですか。で、当然セックスする前提で生きてるとおもいきや、全然必要じゃない人っているんですね。不思議ですね。,103,5
1.18705E+18,2019/10/24 2:14,"嘘ってことに関して一言言わせてもらいたいのだけど、嘘をつかざる得ない方向に誘導すると人間は大抵嘘つくよ。あと、本当を受け止めるキャパがない場合も嘘をつく。
つまり、嘘をつかれる人ってずっと嘘しか情報として入ってこないということになってる。その人に真実は入ってこない。",103,10
1.46075E+18,2021/11/17 8:37,ぶっちゃけ朝5:00に起きて昼の12:00ぐらいまでセックスして、午後から昼寝したい。,102,0
1.47746E+18,2022/1/2 11:13,"オチンチンが勃つときって、悪い心なんですよ。「この女を犯してやるぜ」みたいな感じ。
この感じはわりと好き。逆に言うと優しい心のときはインポですね。",101,3
1.48144E+18,2022/1/13 10:20,下品なこと言っても下品にならない人っているんだけど、なんでだろう。,100,4
1.47926E+18,2022/1/7 9:58,セブンイレブンのコーヒー飲みながら歩いていたら、電線に積もった雪がドサッと俺のコーヒーの中に落ちきた。,100,1
1.42E+18,2021/7/27 21:54,https://t.co/YiiPgYGLKG,100,3
1.40845E+18,2021/6/26 0:27,若い男子に告ぐ。オッサンになって気がつくことっていっぱいあるけど中でも感慨深いのは「オバサン達はけっこう可愛い」である。以上。,100,5
1.46129E+18,2021/11/18 20:08,中年になっても老人になっても経験積んでも賢くない人はいっぱいいるよ。,99,1
1.48003E+18,2022/1/9 13:30,好きな人が好きすぎて苦しいのってとってもよいことだと思うな。,98,5
1.4439E+18,2021/10/1 20:43,むかし、あるセフレと代々木公園でキャッチボールばっかりしてて、セックスとキャッチボールしかしてなかったなぁ。あんまり話をしてないんだよなぁ。でもそういうのも素敵なんだよねぇ。,98,1
1.4209E+18,2021/7/30 9:13,真夏のベトナムでそこらの屋台でマンゴー買ったら「xxxxxxxxxxx ！？」っ言われて「Yes ！」って答えたら、マンゴーに塩と唐辛子をたんまりとかけられて、うわーっていう味になってたけど3日目にはかなり美味しいと思うようになった。気候と味って間違いなく連動してる。,98,2
1.31717E+18,2020/10/17 3:06,両思いなんていうのは幻想で、たまたま片思いが偶然合わさっただけのような気がしている。相手のことなんて何年経っても知り得ない上にいつか消えるかもしれない。なのでその偶然に感謝して目一杯楽しむのがよいと思う。そして偶然一生涯続いたらそこそこよい物語に仕上がるってことに過ぎない。,98,9
1.22274E+18,2020/1/30 13:42,オフィスに机と椅子を20個ほど組み立てにきた業者がいて、若い親方気取りが老人のアルバイト？をずっといじめているので胸が痛い。老人は手際が悪いわけでもない。この若い親方風が単に性格がねじ曲がっているような気がする。年功序列はどうかと思うが、こういう風景も結構胸糞わるい。。。,98,3
1.19895E+18,2019/11/25 21:47,米、酢、玄米でなんで米津玄師が検索されるん？,98,5
1.49641E+18,2022/2/23 18:12,大麻は中毒にならないとか言っているのも嘘で、酒と同じです。中毒になる奴はなるし、ならない人はならない。で、結果、殆どの人が中毒にならない。中毒になる人は恋愛でもセックスでも酒でも買い物でも酒でも大麻でも中毒になるってことです。,97,5
1.48413E+18,2022/1/20 20:42,「ほら気持ちいいだろ？チンポ入れられて気持ちいいだろ。」とか言いながら「あたりめーだろ。セックスしてんだからよ。」と思いながらも、これ言わないとSMっぽくないとか思いながらのジレンマなんですよ。わかります？わからないですよね。,97,1
1.48269E+18,2022/1/16 21:06,好きな人というか、少なくとも身近にいた人間がだんだん少しずつ狂って修復不能になってゆくのは、大きな痛みを伴うもんだろうけど、そのすっかり変わってしまった人はもうその人ではなくて、とうの昔に死んでしまったのかもなぁ。,96,6
1.4745E+18,2021/12/25 7:06,この朝立ちオチンチンがもったいない。,96,2
1.46438E+18,2021/11/27 9:00,思ったことを、きちんと言葉にして伝えるのは、大切なことです。,96,3
1.41059E+18,2021/7/1 22:33,僕がセックスに本気で誘うときのもっとも強い言葉は「ハゲてますが、大丈夫ですか？」です。,96,12
1.39902E+18,2021/5/31 0:26,会社の帰りに行きつけの飲み屋にちょっと寄って、時々大学時代の同級生と会ったり、友だちの友だちみたいな人に会ったり、全く知らん人と会って、しばし2時間とか飲み食いしながらおしゃべりして、いろんな刺激をちょこちょこ受けながら生活するってのが結構大切なんだなぁって今更ながら思います。,96,4
1.5051E+18,2022/3/19 17:18,人の縁は全て偶然でしかないとつくづく思う。作為的に操作できない。自然とそうなる人を大切にするのが幸せのコツだよ。,95,9
1.47618E+18,2021/12/29 22:07,知らないおばちゃんが「めっちゃ寒いね、ね、ね、ね。」って話しかけてくるので「寒いですね」と言いました。,95,0
1.47091E+18,2021/12/15 9:14,何故か、おばあちゃんを横浜に行ける電車のホームまで案内しているんだけど、「数年前に旦那が亡くなって、、」いう話がはじまったので、早めにリリースした。,95,1
1.39827E+18,2021/5/28 22:23,"あの火傷はお湯をかぶったぐらいの火傷ではない。強烈な火で炙られたような火傷だ。
あれは誰に何をされたのだろう。どういう事故だったのだろう。彼女はその後誰かとセックスしたのだろうか。あの火傷を見たはいるだろうか。僕と先輩以外で。",95,0
1.35954E+18,2021/2/11 1:27,https://t.co/b2GK79pcQL,95,1
1.48379E+18,2022/1/19 22:01,"なんだかんだ言って身体（カラダ）を動かす人間が知性があるよなぁ。
運動とか力仕事っていうんじゃなくて身体的にトライする人。
言葉のみで整合性をとろうとしているとダメね。",94,2
1.48086E+18,2022/1/11 20:25,セックスすると完全な両思いの恋人になったと勘違いする人は、全てが間違っていると僕は思うけど、向こうからするとセックスしてからがスタートという考え方に違和感あるんだろうなぁ。,94,6
1.46489E+18,2021/11/28 18:33,「イったことがない女をイかせてやった」という男と「イったことがない女をイかせてやりたそうだったからイったふりをした」という女の知恵比べは太古の昔から行われているらしい。,94,0
1.46894E+18,2021/12/9 22:49,モリリってめちゃセックスしてるように見えるじゃないですか。実はそう見えて実際にはめっちゃセックスばっかりしてるんですよ。,93,2
1.39996E+18,2021/6/2 14:40,美人は自分が決めるのであって世間が決めるのではないのですよ。あなたが「うわぁー美人だ！」と思ったらそれは美人なので、他はぶっちゃけ何の関係もないことを留意するように！美人は相対価値ではない。,93,6
1.38472E+18,2021/4/21 12:57,「お互い都合のよい関係」という言葉に含まれているネガティブさってあると思うんだけど、本来これってめっちゃポジティブじゃないですか。,93,5
1.17437E+18,2019/9/19 2:19,"どうして人間は自分を信じる能力がないんだろうね。後ろについて「大丈夫！お前ならできる！」と励ましていると、だいたいできるようになってくる。
で、その本人はあたかも僕の指導と助言によって成し遂げたかのような気分になっているが、最初から最後まで自分の能力で解決策を見出している。",93,4
1.49237E+18,2022/2/12 14:09,今から10年以上前にチンポ入れまくっていた会社の部下の女の子が入籍して、ちょっと泣きそうになっている。セックスの後にローターでオナニーするのが好きな女の子だった。,92,0
1.46021E+18,2021/11/15 20:30,この世の中には本当に基地外がいるのですが、決して「治す」なんて思わないことです。で、その基地外の見分け方ですが、極端に「正常」だということです。およそ正常で常識的です。完璧な正常です。,92,8
1.39028E+18,2021/5/6 21:01,SMホテルを建設したい。SMホテルを建設したい。SMホテルを建設したい。SMホテルを建設したい。SMホテルを建設したい。SMホテルを建設したい。SMホテルを建設したい。SMホテルを建設したい。,92,2
1.37015E+18,2021/3/12 8:04,女子高生に席を譲られた。,92,0
1.21977E+18,2020/1/22 8:47,自分の妻を素っ裸にして街を練り歩くっていう変態の王様がいたことに感動。 https://t.co/u6OVdeNAvY,92,5
1.48385E+18,2022/1/20 1:55,腹をくくるみたいなことを避けてきた人間には、それなりの運命が待ち受けているんだよ。,91,7
1.44856E+18,2021/10/14 17:19,むかしから嫌なことがあっても寝ちゃうとほぼ忘れちゃうのだけど、この感覚っておもしろくて、治った傷みたいなんです。痛みはないけど痕がちゃんと残っている感じ。強く押すと中の方がちょっと痛かったり。,91,4
1.42677E+18,2021/8/15 14:10,どんなセックスをするんですか？と言われて、「スケベな身体だ！スケベなマンコだ！オラオラオラオラ！みたいな感じで鞭でお尻を叩いたりする普通のセックスです。」みたいな返信をして、普通についてまた深く考えはじめてしまった。,91,2
1.36969E+18,2021/3/11 1:43,毎日Twitterで様々な気づきを得るのだけど、全部忘れちゃうのがTwitterのよいところだよね。,91,1
1.36314E+18,2021/2/20 23:36,https://t.co/UqYrPjyGnp,91,0
1.3561E+18,2021/2/1 13:21,皆さんに再認識してほしいのは、尻の穴はチンポを入れる場所ではない。わかりましたか？,91,0
1.35147E+18,2021/1/19 18:43,性癖は変態であればあるほど合致したときの喜びは大きいけど、外したときのコケかたもこれまた酷いもんです。ですが変態の皆様におかれましてはそれでも尚、積極的に働きかけてほしいと思います。,91,5
1.48527E+18,2022/1/24 0:07,https://t.co/hAOfyFh05X,90,3
